사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020011400100127,2020년 1월 14일 09시,화요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,69세,부상신고,승용,여,34세,상해없음
2020011400100128,2020년 1월 14일 09시,화요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,43세,상해없음,보행자,여,83세,중상
2020011400100162,2020년 1월 14일 10시,화요일,경기도 용인시 기흥구 영덕동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,35세,경상,화물,남,62세,중상
2020011400100231,2020년 1월 14일 12시,화요일,경기도 수원시 팔달구 신풍동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,남,48세,경상
2020011400100404,2020년 1월 14일 17시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승용,남,41세,경상
2020011400100448,2020년 1월 14일 18시,화요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,61세,상해없음,승용,남,52세,경상
2020011400100498,2020년 1월 14일 19시,화요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,이륜,남,55세,경상
2020011500100017,2020년 1월 15일 01시,수요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승용,남,31세,상해없음,승용,남,21세,경상
2020011500100087,2020년 1월 15일 08시,수요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,여,30세,경상
2020011500100119,2020년 1월 15일 09시,수요일,경기도 수원시 장안구 조원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,보행자,여,58세,중상
2020011500100152,2020년 1월 15일 10시,수요일,경기도 수원시 영통구 원천동,경상사고,0,0,8,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,56세,상해없음,승합,남,63세,경상
2020011500100177,2020년 1월 15일 11시,수요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,35세,상해없음,승합,남,57세,상해없음
2020011500100238,2020년 1월 15일 13시,수요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,여,23세,경상
2020011500100246,2020년 1월 15일 13시,수요일,경기도 용인시 수지구 성복동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,31세,경상
2020011500100321,2020년 1월 15일 15시,수요일,경기도 용인시 수지구 상현동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,65세,상해없음,이륜,남,27세,부상신고
2020011500100368,2020년 1월 15일 16시,수요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,승용,남,50세,경상
2020011500100440,2020년 1월 15일 18시,수요일,경기도 용인시 기흥구 영덕동,중상사고,0,1,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,39세,경상,승용,여,43세,중상
2020011500100499,2020년 1월 15일 19시,수요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,31세,상해없음,자전거,여,28세,경상
2020011500100501,2020년 1월 15일 19시,수요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,이륜,남,26세,중상
2020011500100502,2020년 1월 15일 19시,수요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,62세,상해없음,보행자,여,54세,중상
2020011500100506,2020년 1월 15일 19시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,여,34세,경상
2020011500100507,2020년 1월 15일 19시,수요일,경기도 수원시 팔달구 매산로2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,승용,남,43세,경상
2020011500100581,2020년 1월 15일 21시,수요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,보행자,남,53세,경상
2020011500100582,2020년 1월 15일 21시,수요일,경기도 수원시 영통구 이의동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,이륜,남,21세,중상
2020011500100583,2020년 1월 15일 21시,수요일,경기도 수원시 팔달구 교동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승합,남,42세,경상
2020011500100631,2020년 1월 15일 23시,수요일,경기도 수원시 영통구 이의동,경상사고,0,0,6,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,승용,남,64세,경상
2020011600100030,2020년 1월 16일 04시,목요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,40세,부상신고,승용,남,51세,경상
2020011600100048,2020년 1월 16일 06시,목요일,경기도 수원시 영통구 매탄동,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,47세,부상신고,승용,남,72세,상해없음
2020011600100119,2020년 1월 16일 09시,목요일,경기도 수원시 팔달구 중동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,81세,경상
2020011600100254,2020년 1월 16일 13시,목요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,경상,승용,여,46세,상해없음
2020011600100287,2020년 1월 16일 14시,목요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,여,41세,경상
2020011600100316,2020년 1월 16일 15시,목요일,경기도 수원시 영통구 영통동,중상사고,0,1,4,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,56세,상해없음,,,,
2020011600100321,2020년 1월 16일 15시,목요일,경기도 용인시 수지구 성복동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승합,남,53세,상해없음,보행자,여,80세,중상
2020011600100346,2020년 1월 16일 16시,목요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,보행자,여,55세,경상
2020011600100353,2020년 1월 16일 16시,목요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,교차로 - 교차로부근,승용,여,36세,상해없음,승용,남,76세,경상
2020011600100392,2020년 1월 16일 17시,목요일,경기도 수원시 영통구 원천동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,74세,상해없음,화물,남,38세,경상
2020011600100439,2020년 1월 16일 18시,목요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,여,36세,경상
2020011600100544,2020년 1월 16일 20시,목요일,경기도 수원시 장안구 연무동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,65세,경상,화물,남,53세,경상
2020011600100571,2020년 1월 16일 21시,목요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,40세,상해없음,승용,남,38세,경상
2020011700100040,2020년 1월 17일 05시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,남,27세,경상
2020011700100056,2020년 1월 17일 06시,금요일,경기도 수원시 장안구 조원동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,보행자,여,58세,중상
2020011700100062,2020년 1월 17일 06시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,보행자,남,54세,경상
2020011700100199,2020년 1월 17일 12시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,승용,남,35세,경상
2020011700100379,2020년 1월 17일 17시,금요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,70세,상해없음,승용,여,40세,경상
2020011700100423,2020년 1월 17일 18시,금요일,경기도 수원시 팔달구 매교동,경상사고,0,0,2,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,21세,경상
2020011700100482,2020년 1월 17일 19시,금요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,23세,경상,승합,남,52세,상해없음
2020011700100530,2020년 1월 17일 20시,금요일,경기도 수원시 팔달구 매산로2가,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,24세,부상신고
2020011700100597,2020년 1월 17일 22시,금요일,경기도 수원시 영통구 신동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,44세,상해없음,승용,남,60세,부상신고
2020011700100598,2020년 1월 17일 22시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,58세,경상
2020011800100056,2020년 1월 18일 05시,토요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,개인형이동수단(PM),남,31세,경상
2020011800100149,2020년 1월 18일 10시,토요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차량단독 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승합,여,53세,상해없음,,,,
2020011800100179,2020년 1월 18일 11시,토요일,경기도 수원시 권선구 세류동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,51세,상해없음,승용,남,39세,경상
2020011800100298,2020년 1월 18일 14시,토요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,이륜,남,33세,중상
2020011800100332,2020년 1월 18일 15시,토요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,55세,상해없음,보행자,여,26세,경상
2020011800100362,2020년 1월 18일 16시,토요일,경기도 수원시 장안구 송죽동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,37세,경상
2020011800100494,2020년 1월 18일 19시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,이륜,남,40세,경상
2020011800100548,2020년 1월 18일 21시,토요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,남,51세,경상
2020011800100592,2020년 1월 18일 23시,토요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,남,49세,중상
